Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
AKRX,Akorn Inc,CS,33.3,$3.8B,Health Care,Pharmaceuticals,1.29756,-14.65033,43.47648,0.42685,14.34801,0.969160637,,114.433,75.8879,1.207074031,1.042155534
GCO,Genesco Inc.,CS,54.12,$1.3B,Consumer Discretionary,Specialty Retail,0.20948,-30.21876,7.45506,0.24712,10.96311,0.969216378,,23.785,91.2319,1.576531966,0.543448018
HOMB,Home Bancshares Inc,CS,45.12,$3.2B,Financials,Banks,0.22483,40.42685,36.13633,0.2406,19.14577,0.969308508,1.32159,70.107,55.4352,,0.838381827
NTES,Netease Inc,DR,166.66,$21.6B,Information Technology,Internet Software & Services,0.91695,54.9896,35.17718,0.33442,17.2236,0.969633101,1.3048,131.574,56.6432,0.938423802,1.390457193
VNO,Vornado Realty Trust,CSRT,96.76,$18.4B,Financials,Real Estate Investment Trusts (REITs),0.78125,-3.01166,16.15599,0.18717,48.23705,0.969805553,2.58329,188.541,88.5636,1.465504448,0.932264363
LLL,L-3 Communications Holdings Inc,CS,122.41,$9.8B,Industrials,Aerospace & Defense,0.67594,0.04823,18.05938,0.20053,16.895,0.970718749,2.08886,78.388,83.3452,0.9492717,1.113278338
KRG,Kite Realty Group Trust,CSRT,26.91,$2.3B,Financials,Real Estate Investment Trusts (REITs),0.46112,0.14798,10.27521,0.20612,224.08333,0.971606077,4.0266,83.324,91.61,1.575397982,0.659951241
NUAN,Nuance Communications Inc,CS,20.92,$6.5B,Information Technology,Software,2.03021,39.06147,3.23921,0.34125,13.50616,0.97196814,,309.632,80.4723,1.421282441,0.916053344
DFS,Discover Financial Services Inc,CS,56.76,$24.3B,Financials,Consumer Finance,3.51858,-12.49808,27.08449,0.206,9.9632,0.972575858,1.9701,427.484,84.2349,,1.091177309
PM,Philip Morris International Inc,CS,87.39,$135.4B,Consumer Staples,Tobacco,3.96158,0.94688,12.93665,0.19183,18.73012,0.972802204,4.66712,1549.296,70.3556,,0.735300867
HSIC,Henry Schein Inc,CS,156.48,$13B,Health Care,Health Care Providers & Services,0.44206,15.45776,22.0941,0.17111,23.5118,0.972803401,,82.926,93.6727,0.753443715,1.037688639
SRCE,1st Source Corp,CS,33.81,$888.4M,Financials,Banks,0.04062,19.96798,20.09296,0.21098,15.10667,0.973395417,2.11392,26.082,65.3495,0.68665228,0.713809538
PKI,PerkinElmer Inc.,CS,53.17,$6B,Health Care,Life Sciences Tools & Services,0.7257,17.39702,18.81388,0.21435,18.78023,0.974721069,0.52258,111.934,91.1771,0.88558738,0.982245595
SNN,Smith & Nephew PLC,DR,33.91,$15.1B,Health Care,Health Care Equipment & Supplies,0.41951,-5.56488,14.8326,0.17275,18.29361,0.974931877,1.80041,447.33,4.901,0.655598446,1.091892019
CHH,Choice Hotels International Inc.,CS,51.06,$2.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.19206,-4.77934,13.17514,0.22732,21.07855,0.975144824,1.5,56.623,50.9896,0.87106004,0.762570115
OKE,ONEOK Inc.,CS,29.48,$6.2B,Energy,"Oil, Gas & Consumable Fuels",2.63976,-48.72955,11.51765,0.26229,17.41695,0.975989523,8.35031,209.278,71.1262,1.001226319,1.534727797
BUD,Anheuser-Busch InBev SA/NV,DR,128.43,$206.5B,Consumer Staples,Beverages,1.95718,12.15911,20.72944,0.1979,24.87288,0.976368686,3.05972,1599.242,6.1796,,0.767142461
TKC,Turkcell Iletisim Hizmet,DR,9.51,$8.5B,Telecommunication Services,Wireless Telecommunication Services,0.38377,-38.88537,-8.84745,0.26297,12.69231,0.977098707,17.74142,880,6.7737,0.908621079,1.050355977
MMS,MAXIMUS Inc.,CS,56.74,$3.6B,Information Technology,IT Services,0.46182,6.21189,29.92517,0.26836,17.18779,0.977961334,0.32293,65.335,95.7442,0.806786708,1.047586174
GPN,Global Payments Inc.,CS,70.85,$9.4B,Information Technology,IT Services,1.39164,68.74416,28.49484,0.21549,21.83243,0.977961567,0.05533,129.884,92.6344,0.895743099,1.102758515
AMSG,AmSurg Corp,CS,84.06,$4.1B,Health Care,Health Care Providers & Services,0.69132,64.09564,35.47219,0.22425,19.92658,0.979179242,,48.455,98.3998,0.896746688,0.443287747
QLGC,QLogic Corp,CS,12.905,$1.1B,Information Technology,"Technology Hardware, Storage & Peripherals",1.08901,9.71867,-6.71624,0.36852,13.8121,0.979554348,,83.836,95.6012,1.298186224,0.77028604
ZIXI,Zix Corp.,CS,5.6,$317.9M,Information Technology,Software,0.42155,74.69512,8.39049,0.33592,21.82692,0.979919091,,55.479,63.3504,1.085204748,1.046313567
PVH,PVH Corp,CS,91.29,$7.7B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.99707,-26.79723,6.68923,0.28944,12.4112,0.980154769,0.16117,82.543,99.1823,1.753116533,0.099962171
ATRO,Astronics Corp,CS,38.69,$657M,Industrials,Aerospace & Defense,0.23325,-13.0965,13.60496,0.37879,13.3637,0.982123373,,17.396,85.6966,1.402950122,1.489210956
KGFHY,Kingfisher PLC,DR,10.59,$12.2B,Consumer Discretionary,Specialty Retail,0.07504,11.43757,10.13479,0.22988,13.11344,0.982358146,2.90972,1147.414,0.0238,1.142940897,0.800199872
WSBC,WesBanco Inc,CS,33.91,$1.3B,Financials,Banks,0.11949,0.53223,16.93749,0.19012,13.70864,0.982546851,2.70588,38.512,56.6602,0.627539081,0.728916155
DLB,Dolby Laboratories Inc,CS,34.56,$3.5B,Information Technology,Electronic Equipment Instruments & Components,0.39074,-21.32519,-9.66246,0.2713,18.26341,0.983005522,1.37971,100.851,88.1514,0.922763598,1.099198238
INTT,inTest Corp,CS,3.71,$39.1M,Information Technology,Semiconductors & Semiconductor Equipment,0.01105,-13.5514,9.75373,0.39083,13.45455,0.98462379,,10.563,36.6853,1.068288833,0.212237208
BHE,Benchmark Electronics Inc,CS,21.45,$1.1B,Information Technology,Electronic Equipment Instruments & Components,0.35437,-10.30885,5.6971,0.23402,12.92978,0.984668574,,50.531,96.7058,1.112853984,0.261518449
RGR,Sturm Ruger & Co Inc.,CS,52.06,$996.4M,Consumer Discretionary,Leisure Products,0.17986,36.0572,32.30748,0.45006,15.91575,0.984934992,2.06456,18.702,64.8607,0.365980865,0.392450033
CHS,Chico's FAS Inc.,CS,12,$1.7B,Consumer Discretionary,Specialty Retail,2.33911,-22.22922,2.02696,0.31811,15.20651,0.985210329,2.51012,139.401,93.2106,1.597999266,0.30679802
SWM,Schweitzer-Mauduit Intl Inc,CS,41.7975,$1.3B,Materials,Paper & Forest Products,0.20186,-1.15566,7.55287,0.26272,11.60615,0.985758216,3.8177,30.472,86.5229,1.097130915,0.859678816
FSI,Flexible Solutions International Inc,CS,0.85,$10.8M,Materials,Chemicals,0.03392,-24.66924,-10.01933,0.71099,6.75,0.986158655,,13.178,9.1793,0.328410137,-0.679545689
